Name,Score,Aired,Status,Studios,Source,Rank,Popularity,Favorites,Scored By,Members,Main Genre,Sub Genre,Year Released
Hyouka: Motsubeki Mono wa,7.35,"Jul 8, 2012",Finished Airing,Kyoto Animation,Light novel,2275.0,1208,150,110416.0,182562,Mystery,Slice of Life,
Uchuu Kyoudai: Apo's Dream,5.34,"Mar 23, 2012",Finished Airing,YOW MISSING MAS BRO,Manga,11267.0,8640,1,1426.0,4025,Comedy,Sci-Fi,
Tokyo Disney Resort: Yume ga Kanau Basho,6.06,"Mar 23, 2012",Finished Airing,Production I.G,Original,8581.0,11155,2,918.0,1679,Slice of Life,No Sub-Genre,
Neko no Sumu Shima,0.0,"Mar 18, 2012",Finished Airing,YOW MISSING MAS BRO,Unknown,18465.0,15686,0,0.0,421,Drama,No Sub-Genre,
Himitsukessha Taka no Tsume The Planetarium: Burabura! Black Hole no Nazo,0.0,"Jul 15, 2011",Finished Airing,YOW MISSING MAS BRO,Unknown,16456.0,15773,0,0.0,411,Adventure,Comedy,
Cofun Gal no Coffy,0.0,2005,Finished Airing,YOW MISSING MAS BRO,Unknown,15353.0,17256,0,0.0,297,Comedy,No Sub-Genre,
Cofun Gal no Coffy (TV),0.0,"Apr 6, 2006 to Jun 15, 2006",Finished Airing,YOW MISSING MAS BRO,Unknown,15350.0,16150,0,0.0,379,Comedy,No Sub-Genre,2006.0
Cofun Gal no Coffy Campus Life,0.0,"Oct 7, 2009 to Dec 16, 2009",Finished Airing,YOW MISSING MAS BRO,Unknown,15353.0,16384,0,0.0,362,Comedy,No Sub-Genre,2009.0
Cofun Gal no Coffy: Okehazama no Tatakai,0.0,"Mar 17, 2007",Finished Airing,YOW MISSING MAS BRO,Unknown,15358.0,17232,0,0.0,299,Comedy,No Sub-Genre,
Cofun Gal no Coffy: Juuninin to Ikareru Cofun-tachi,0.0,"May 24, 2008",Finished Airing,YOW MISSING MAS BRO,Unknown,15357.0,17107,0,0.0,310,Comedy,No Sub-Genre,
Cofun Gal no Coffy: Cofunderella,0.0,"Jan 16, 2010",Finished Airing,YOW MISSING MAS BRO,Original,15360.0,16868,0,0.0,327,Comedy,No Sub-Genre,
Neo Satomi Hakkenden: Satomi-chanchi no Hachi Danshi,5.11,"Dec 21, 2011",Finished Airing,YOW MISSING MAS BRO,Unknown,11759.0,14085,0,219.0,632,Comedy,No Sub-Genre,
Ryuugajou Nanana no Maizoukin PV,6.55,"Dec 26, 2011",Finished Airing,A-1 Pictures,Light novel,6070.0,5298,16,3642.0,13843,Comedy,Supernatural,
Organic,5.01,"Oct 21, 2009",Finished Airing,YOW MISSING MAS BRO,Unknown,11950.0,15447,0,197.0,443,Comedy,No Sub-Genre,
Binbougami ga!,7.68,"Jul 5, 2012 to Sep 27, 2012",Finished Airing,Sunrise,Manga,1180.0,990,1200,109249.0,226296,Comedy,Supernatural,2012.0
Rui no Masaiban,4.85,"Feb 1, 2012",Finished Airing,YOW MISSING MAS BRO,Unknown,12133.0,14487,0,220.0,563,Fantasy,No Sub-Genre,
Shuukan Storyland,0.0,"Oct 14, 1999 to Sep 13, 2001",Finished Airing,Satelight,Original,19891.0,13631,0,0.0,740,Comedy,Drama,1999.0
Guilty Crown: 4-koma Gekijou,6.92,"Jan 25, 2012 to Nov 21, 2012",Finished Airing,Production I.G,4-koma manga,4316.0,4064,26,7909.0,26108,Comedy,No Sub-Genre,2012.0
The Four Seasons,6.07,"Mar 28, 2012",Finished Airing,P.A. Works,Original,8521.0,10228,1,857.0,2303,Slice of Life,No Sub-Genre,
Natsuyuki Rendezvous,7.27,"Jul 6, 2012 to Sep 14, 2012",Finished Airing,Doga Kobo,Manga,2662.0,2205,257,32536.0,81076,Drama,Romance,2012.0
Persona 4 the Animation: No One is Alone,7.48,"Aug 22, 2012",Finished Airing,AIC ASTA,Game,1769.0,3082,29,23482.0,44832,Adventure,Mystery,
Robotics;Notes,7.32,"Oct 12, 2012 to Mar 22, 2013",Finished Airing,Production I.G,Visual novel,2438.0,1266,575,74392.0,174702,Drama,Mystery,2012.0
Psycho-Pass,8.34,"Oct 12, 2012 to Mar 22, 2013",Finished Airing,Production I.G,Original,211.0,60,37749,757398.0,1568535,Action,Mystery,2012.0
Sayonara Zetsubou Sensei Special Omake,6.56,"Jan 31, 2012",Finished Airing,Shaft,Manga,6050.0,7138,2,2236.0,6625,Comedy,No Sub-Genre,
Furiko,7.47,"Mar 16, 2012",Finished Airing,YOW MISSING MAS BRO,Original,1801.0,4623,69,12696.0,19549,Drama,Romance,
Hi no Youjin,6.3,"Jun 4, 2012",Finished Airing,Sunrise,Original,7392.0,6614,3,3729.0,8044,Award Winning,Slice of Life,
Little Busters!,7.48,"Oct 6, 2012 to Apr 6, 2013",Finished Airing,J.C.Staff,Visual novel,1765.0,789,1863,105932.0,285255,Comedy,Drama,2012.0
Ore no Imouto ga Konnani Kawaii Wake ga Nai.,6.92,"Apr 7, 2013 to Jun 30, 2013",Finished Airing,A-1 Pictures,Light novel,4326.0,496,1195,258332.0,425658,Comedy,Romance,2013.0
To LOVE-Ru Darkness,7.43,"Oct 6, 2012 to Dec 29, 2012",Finished Airing,Xebec,Manga,1944.0,604,2112,195279.0,359571,Comedy,Romance,2012.0
Naruto: Shippuuden Movie 6 - Road to Ninja,7.68,"Jul 28, 2012",Finished Airing,Pierrot,Manga,1190.0,659,573,199906.0,331660,Action,Adventure,
Owari no Chronicle,5.05,"Apr 1, 2012",Finished Airing,YOW MISSING MAS BRO,Light novel,11868.0,8966,5,1090.0,3561,Action,Adventure,
Ao no Exorcist Movie Special,6.75,"Apr 1, 2012",Finished Airing,YOW MISSING MAS BRO,Original,5063.0,3429,27,12889.0,37035,Comedy,No Sub-Genre,
Tottoko Hamtarou Hai!,6.68,"Apr 5, 2006 to Mar 28, 2008",Finished Airing,YOW MISSING MAS BRO,Unknown,5419.0,7945,7,2046.0,5099,Adventure,No Sub-Genre,2006.0
Nekogami Yaoyorozu Specials,6.09,"Sep 21, 2011 to Mar 21, 2012",Finished Airing,AIC PLUS+,Manga,8418.0,10984,1,465.0,1799,Comedy,Supernatural,2011.0
Taisei Kensetsu CMs,5.87,"Dec 10, 2008 to Mar 20, 2020",Finished Airing,CoMix Wave Films,Original,9385.0,8743,0,2114.0,3869,Drama,No Sub-Genre,2008.0
Ippatsu Hicchuu!! Devander,5.24,"Oct 19, 2012",Finished Airing,Tatsunoko Production,Unknown,11500.0,13155,1,323.0,854,Action,Sci-Fi,
Afro Samurai Movie,7.54,"Oct 27, 2007",Finished Airing,Gonzo,Original,1591.0,2553,141,33273.0,63842,Action,Adventure,
Kennel Tokorozawa,3.63,"Feb 21, 1992",Finished Airing,Animation 21,Manga,12646.0,9395,16,1694.0,3095,Comedy,Ecchi,
Rinne no Lagrange: Kamogawa Days,6.77,"Jun 23, 2012",Finished Airing,Xebec,Original,5007.0,6248,3,3467.0,9246,Comedy,Sci-Fi,
Koukyoushihen Eureka Seven: New Order,6.58,"Apr 6, 2012",Finished Airing,Bones,Original,5908.0,6182,3,3469.0,9473,Adventure,Drama,
Mashiro-iro Symphony: The Color of Lovers Picture Drama,6.43,"Feb 22, 2012 to May 23, 2012",Finished Airing,Manglobe,Unknown,6698.0,6034,4,3731.0,10075,Drama,Romance,2012.0
Sakura-sou no Pet na Kanojo,8.08,"Oct 9, 2012 to Mar 26, 2013",Finished Airing,J.C.Staff,Light novel,483.0,102,26065,686956.0,1206053,Drama,Romance,2012.0
Kamen no Ninja Akakage,6.58,"Oct 13, 1987 to Mar 22, 1988",Finished Airing,Toei Animation,Manga,5957.0,12587,0,225.0,1017,Action,Fantasy,1987.0
Dokkiri Doctor Special,0.0,"Aug 10, 1999",Finished Airing,Pierrot,Manga,15612.0,15806,2,0.0,407,Comedy,Ecchi,
Little Nemo Pilot (1984),6.06,1984,Finished Airing,TMS Entertainment,Picture book,8562.0,12237,0,535.0,1137,Adventure,No Sub-Genre,
Fashion no Hajimari,4.47,Nov 2005,Finished Airing,YOW MISSING MAS BRO,Original,12486.0,12747,0,538.0,965,Comedy,No Sub-Genre,2005.0
The Green Wind,4.92,Oct 2004,Finished Airing,YOW MISSING MAS BRO,Other,12055.0,13205,0,427.0,839,Fantasy,No Sub-Genre,2004.0
Pokemon: Meloetta no Kirakira Recital,6.43,"Jul 14, 2012",Finished Airing,OLM,Game,6706.0,6194,2,4001.0,9425,Adventure,Comedy,
Corpse Party: Missing Footage,5.97,"Aug 2, 2012",Finished Airing,asread.,Visual novel,8958.0,1521,183,73890.0,138217,Horror,No Sub-Genre,
Kamiusagi Rope,0.0,Jun 2009 to Dec 2010,Finished Airing,YOW MISSING MAS BRO,Original,17131.0,14544,0,0.0,556,Comedy,Slice of Life,2009.0
Kamiusagi Rope 2,0.0,Nov 2010 to Dec 2011,Finished Airing,YOW MISSING MAS BRO,Original,17133.0,15737,1,0.0,416,Comedy,Slice of Life,2010.0
"Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?",0.0,"May 12, 2012",Finished Airing,YOW MISSING MAS BRO,Original,17137.0,15544,0,0.0,435,Adventure,Comedy,
Kamiusagi Rope Movie Episode 0,5.27,"Mar 13, 2012",Finished Airing,YOW MISSING MAS BRO,Original,11429.0,15578,0,127.0,432,Comedy,Slice of Life,
Kamiusagi Rope x au Collaboration,0.0,"Mar 11, 2012 to Mar 7, 2016",Finished Airing,YOW MISSING MAS BRO,Original,17143.0,15821,1,0.0,407,Comedy,Slice of Life,2012.0
Kamiusagi Rope x Panasonic Collaboration,0.0,"Mar 19, 2012",Finished Airing,YOW MISSING MAS BRO,Original,17144.0,15675,0,0.0,423,Comedy,Slice of Life,
Kamiusagi Rope 3 (ONA),0.0,"Feb 12, 2012 to May 22, 2012",Finished Airing,YOW MISSING MAS BRO,Original,17140.0,15979,0,0.0,393,Comedy,Slice of Life,2012.0
Nagareboshi Lens,6.59,"Mar 18, 2012",Finished Airing,Kinema Citrus,Manga,5890.0,4209,34,12203.0,24223,Romance,No Sub-Genre,
Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,5.01,"Mar 18, 2012",Finished Airing,Kinema Citrus,Manga,11946.0,8376,2,2608.0,4436,Action,No Sub-Genre,
Detective Conan Bonus File: Fantasista Flower,7.34,"Apr 14, 2012",Finished Airing,YOW MISSING MAS BRO,Unknown,2319.0,6234,10,3931.0,9284,Comedy,Mystery,
Detective Conan OVA 12: The Miracle of Excalibur,7.01,"May 24, 2012",Finished Airing,TMS Entertainment,Manga,3936.0,5804,2,5185.0,11029,Comedy,Mystery,
Wild Adapter,6.18,"Mar 26, 2014 to Sep 30, 2015",Finished Airing,Anpro,Manga,8001.0,6637,9,2267.0,8018,Action,Drama,2014.0
To LOVE-Ru Darkness OVA,7.54,"Aug 17, 2012 to Apr 3, 2015",Finished Airing,Xebec,Manga,1585.0,1606,214,69803.0,128985,Comedy,Romance,2012.0
Accel World: Acchel World.,6.18,"Jul 25, 2012 to Feb 27, 2013",Finished Airing,J.C.Staff,4-koma manga,7958.0,3234,25,18823.0,41055,Comedy,Sci-Fi,2012.0
Arve Rezzle: Kikaijikake no Yousei-tachi,6.23,"Mar 2, 2013",Finished Airing,Zexcs,Light novel,7713.0,4067,16,11622.0,26073,Action,Drama,
Sacred Seven: Shirogane no Tsubasa Picture Drama,6.06,"Apr 20, 2012",Finished Airing,Sunrise,Original,8579.0,9636,0,738.0,2838,Action,Comedy,
Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,7.28,"Dec 13, 1996 to Jun 21, 1997",Finished Airing,Toei Animation,Unknown,2607.0,6037,10,3039.0,10054,Adventure,Comedy,1996.0
Houkago Midnighters,6.11,"Aug 25, 2012",Finished Airing,"KOO-KI, MontBlanc Pictures",Unknown,8320.0,11534,0,556.0,1458,Fantasy,No Sub-Genre,
Accel World EX,7.1,"Sep 13, 2012 to Jan 31, 2013",Finished Airing,Sunrise,Light novel,3523.0,1790,97,58524.0,112187,Action,Romance,2012.0
Ashita no Eleven-tachi,5.44,"Jan 7, 1979",Finished Airing,Toei Animation,Unknown,10980.0,14610,0,144.0,544,Sports,No Sub-Genre,
Dennou Coil Recaps,6.15,"Aug 25, 2007 to Nov 3, 2007",Finished Airing,Madhouse,Original,8096.0,9952,0,729.0,2524,Adventure,Comedy,2007.0
Thermae Romae x LOFT Collaboration,5.72,2012,Finished Airing,DLE,Unknown,9987.0,13012,1,228.0,892,Comedy,No Sub-Genre,
Thermae Romae x Asahi Shimbun Digital Collaboration,5.85,2012,Finished Airing,DLE,Unknown,9512.0,12907,0,252.0,916,Comedy,No Sub-Genre,
Thermae Romae x Yoyogi Animation Gakuin Collaboration,6.18,"Jul 9, 2012",Finished Airing,DLE,Manga,7997.0,10395,0,1122.0,2192,Comedy,No Sub-Genre,
663114,5.2,Sep 2011,Finished Airing,YOW MISSING MAS BRO,Original,11581.0,8721,2,2163.0,3912,Award Winning,Fantasy,2011.0
Thermae Romae: Kodai Romajin ga Uchuu e,5.75,"Apr 20, 2012",Finished Airing,DLE,Manga,9865.0,11246,0,643.0,1625,Comedy,No Sub-Genre,
Goulart Knights: Evoked the Beginning White,5.86,"Sep 26, 2011",Finished Airing,Studio Blanc.,Original,9464.0,9371,4,535.0,3115,Action,Drama,
"Akai Shouzou: Char, Soshite Frontal e",5.94,"Aug 13, 2010",Finished Airing,Sunrise,Unknown,9092.0,10644,2,455.0,2020,Action,Drama,
Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,7.03,"Sep 26, 2012",Finished Airing,AIC Build,Light novel,3873.0,1785,49,63937.0,112915,Comedy,Romance,
Katayoku no Khronos Gear,0.0,Jul 2012,Finished Airing,AIC,Game,17195.0,13030,0,0.0,887,Action,Sci-Fi,2012.0
Mangirl!,5.8,"Jan 3, 2013 to Mar 28, 2013",Finished Airing,Doga Kobo,Manga,9682.0,3666,16,14309.0,32292,Comedy,Slice of Life,2013.0
Ikusa Otome Valkyrie G,6.35,"Jul 20, 2012 to Aug 24, 2012",Finished Airing,T-Rex,Visual novel,YOW MISSING MAS BRO,8125,9,1551.0,4831,Fantasy,Supernatural,2012.0
Mashiro-iro Symphony: Airi ga Anata no Kanojo ni!?,6.12,"Jan 25, 2012",Finished Airing,Manglobe,Unknown,8275.0,5753,3,4758.0,11257,Romance,No Sub-Genre,
Ginga Hyouryuu Vifam: Chicago Super Police 13,5.6,"Sep 25, 1985",Finished Airing,YOW MISSING MAS BRO,Original,10445.0,14823,0,156.0,515,Action,Comedy,
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,6.18,"Jul 14, 2012 to Sep 15, 2012",Finished Airing,AIC Classic,Manga,7973.0,4106,20,8722.0,25583,Comedy,Ecchi,2012.0
Zetsuen no Tempest,7.91,"Oct 5, 2012 to Mar 29, 2013",Finished Airing,Bones,Manga,706.0,342,6521,255908.0,581572,Action,Drama,2012.0
Blood-C: None-None Gekijou,6.05,"Apr 8, 2012 to Oct 7, 2012",Finished Airing,Studio PuYUKAI,Unknown,8607.0,5743,5,2755.0,11324,Comedy,No Sub-Genre,2012.0
Pokemon Best Wishes! Season 2,6.42,"Jun 21, 2012 to Jan 10, 2013",Finished Airing,OLM,Game,6781.0,2497,33,38443.0,66319,Action,Adventure,2012.0
Kamen Rider Fourze x Crayon Shin-chan,5.74,"Apr 13, 2012 to Apr 29, 2012",Finished Airing,YOW MISSING MAS BRO,Unknown,9938.0,11716,0,519.0,1371,Action,Comedy,2012.0
Blood-C: Special Edition,6.75,"May 26, 2012 to May 30, 2012",Finished Airing,Production I.G,Unknown,5070.0,4685,28,4689.0,18977,Action,Horror,2012.0
Pokemon Black and White 2: Introduction Movie,7.39,"May 16, 2012",Finished Airing,OLM,Game,2107.0,4836,14,9734.0,17598,Action,Fantasy,
Girls & Panzer,7.52,"Oct 9, 2012 to Mar 25, 2013",Finished Airing,Actas,Original,1652.0,773,5234,143140.0,288483,Action,No Sub-Genre,2012.0
"Hanayaka Nari, Waga Ichizoku: Kinetograph",6.35,"Dec 2, 2012 to Mar 14, 2013",Finished Airing,"Anpro, teamKG",Visual novel,7132.0,5093,41,6160.0,15179,Drama,No Sub-Genre,2012.0
Upotte!! Miatte Waratte,6.47,"Oct 13, 2012",Finished Airing,Xebec,Manga,6509.0,5054,9,7740.0,15524,Comedy,Ecchi,
Hanasaku Iroha Movie: Home Sweet Home,7.84,"Mar 9, 2013",Finished Airing,P.A. Works,Original,846.0,2107,96,34306.0,87936,Drama,No Sub-Genre,
Oedo wa Nemurenai!,5.32,"Jul 23, 1993",Finished Airing,Madhouse,Manga,11288.0,12009,0,440.0,1229,Drama,Fantasy,
Aitsu to Lullaby: Suiyobi no Cinderella,5.82,"Aug 1, 1987",Finished Airing,Pierrot,Manga,9592.0,12989,1,255.0,897,Drama,Romance,
Tasogare Otome x Amnesia: Taima Otome,7.49,"Nov 28, 2012",Finished Airing,SILVER LINK.,Manga,1727.0,2264,110,43413.0,77735,Horror,Mystery,
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,6.44,"Oct 5, 2012 to Dec 21, 2012",Finished Airing,SILVER LINK.,Light novel,6687.0,756,461,134045.0,294501,Comedy,Romance,2012.0
Tonari no Kaibutsu-kun,7.48,"Oct 2, 2012 to Dec 25, 2012",Finished Airing,Brain's Base,Manga,1775.0,135,6117,585770.0,1038229,Comedy,Romance,2012.0
Akuemon,5.91,"Jul 16, 1993",Finished Airing,Tezuka Productions,Manga,9220.0,11571,2,709.0,1440,Fantasy,Romance,
Salad Land,5.21,"Feb 9, 2012",Finished Airing,YOW MISSING MAS BRO,Unknown,11572.0,15589,0,172.0,431,Fantasy,No Sub-Genre,
Busou Shinki,6.3,"Oct 5, 2012 to Dec 21, 2012",Finished Airing,8bit,Other,7375.0,3440,40,13549.0,36919,Action,Sci-Fi,2012.0
Lunn wa Kaze no Naka,5.87,"Apr 13, 1985",Finished Airing,Tezuka Productions,Manga,9420.0,11661,1,663.0,1393,Drama,Romance,
Ribbon no Kishi (1999),5.91,"Dec 4, 1999",Finished Airing,Tezuka Productions,Unknown,9252.0,13903,1,179.0,676,Adventure,No Sub-Genre,
My Melody no Akazukin,5.75,"Jul 22, 1989",Finished Airing,YOW MISSING MAS BRO,Unknown,9894.0,14199,0,148.0,613,Fantasy,No Sub-Genre,
Persona 4 the Animation: The Factor of Hope,7.27,"Jun 9, 2012",Finished Airing,AIC ASTA,Game,2669.0,4721,12,4663.0,18680,Action,Adventure,
Chitose Get You!!,6.2,"Jul 2, 2012 to Dec 24, 2012",Finished Airing,SILVER LINK.,4-koma manga,7871.0,4528,15,9666.0,20442,Comedy,Romance,2012.0
Vividred Operation,6.44,"Jan 11, 2013 to Mar 29, 2013",Finished Airing,A-1 Pictures,Original,6649.0,2518,101,26952.0,65397,Action,Sci-Fi,2013.0
Suki tte Ii na yo.,7.41,"Oct 7, 2012 to Dec 30, 2012",Finished Airing,Zexcs,Manga,2060.0,305,4771,345629.0,632143,Drama,Romance,2012.0
Nerawareta Gakuen,6.9,"Oct 19, 2012",Finished Airing,Sunrise,Novel,4392.0,2042,191,38333.0,91808,Romance,Sci-Fi,
Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,6.45,"Jun 3, 2012",Finished Airing,Production I.G,Original,6603.0,7015,3,3887.0,6902,Sci-Fi,No Sub-Genre,
Tanken Driland,6.58,"Jul 7, 2012 to Mar 30, 2013",Finished Airing,Toei Animation,Game,5930.0,7267,18,1716.0,6339,Adventure,Fantasy,2012.0
Btooom!,7.29,"Oct 4, 2012 to Dec 20, 2012",Finished Airing,Madhouse,Manga,2548.0,189,3355,479396.0,833107,Action,Sci-Fi,2012.0
Ryo,5.83,"Mar 2, 2013",Finished Airing,Gonzo,Original,9571.0,5474,4,6182.0,12772,Action,Drama,
Little Witch Academia,7.8,"Mar 2, 2013",Finished Airing,Trigger,Original,918.0,729,1320,171778.0,305068,Adventure,Comedy,
Death Billiards,7.89,"Mar 2, 2013",Finished Airing,Madhouse,Original,743.0,965,328,133843.0,232711,Drama,Supernatural,
Yama no Susume,6.83,"Jan 3, 2013 to Mar 21, 2013",Finished Airing,8bit,Manga,4692.0,2190,167,28897.0,81735,Adventure,Comedy,2013.0
Vocaloid China Project Senden Animation,5.84,"Jun 7, 2012 to Nov 14, 2012",Finished Airing,Seven Stone Entertainment,Unknown,YOW MISSING MAS BRO,9671,6,934.0,2793,Fantasy,No Sub-Genre,2012.0
Arata naru Sekai: World's/Start/Load/End,6.25,"Oct 20, 2012",Finished Airing,Madhouse,Original,7641.0,4550,20,8834.0,20283,Sci-Fi,No Sub-Genre,
Sore Ike! Anpanman: Yomigaere Bananajima,6.31,"Jul 7, 2012",Finished Airing,TMS Entertainment,Unknown,7333.0,15544,2,114.0,435,Adventure,Comedy,
Chihayafuru 2,8.38,"Jan 12, 2013 to Jun 29, 2013",Finished Airing,Madhouse,Manga,188.0,984,1599,125601.0,227348,Drama,Sports,2013.0
Persona 3 the Movie 1: Spring of Birth,7.54,"Nov 23, 2013",Finished Airing,AIC ASTA,Game,1579.0,1774,520,59728.0,113823,Action,Fantasy,
K,7.43,"Oct 5, 2012 to Dec 28, 2012",Finished Airing,GoHands,Original,1962.0,240,6626,372417.0,739917,Action,Fantasy,2012.0
Mahoutsukai Nara Miso wo Kue!,5.17,"Jun 15, 2012",Finished Airing,AIC,Light novel,11641.0,7238,1,3010.0,6415,Fantasy,No Sub-Genre,
Minami-ke Tadaima,7.65,"Jan 6, 2013 to Mar 31, 2013",Finished Airing,feel.,Manga,1259.0,2733,81,24857.0,56321,Comedy,Slice of Life,2013.0
Magi: The Labyrinth of Magic,8.02,"Oct 7, 2012 to Mar 31, 2013",Finished Airing,A-1 Pictures,Manga,557.0,144,9052,534590.0,1007126,Action,Adventure,2012.0
Sasami-san@Ganbaranai,6.66,"Jan 11, 2013 to Mar 29, 2013",Finished Airing,Shaft,Light novel,5548.0,2210,138,27506.0,80922,Comedy,Romance,2013.0
Neko Ramen: Ore no Shouyu Aji,5.81,2008,Finished Airing,YOW MISSING MAS BRO,4-koma manga,9667.0,14080,1,192.0,633,Comedy,Gourmet,
Medaka Box Abnormal,7.4,"Oct 11, 2012 to Dec 27, 2012",Finished Airing,Gainax,Manga,2093.0,1512,274,70154.0,139085,Action,Comedy,2012.0
Super Majingga 3,4.65,"Dec 18, 1982",Finished Airing,YOW MISSING MAS BRO,Unknown,12358.0,14628,0,172.0,543,Action,Sci-Fi,
Cinnamon no Parade,5.73,"Jun 21, 2012",Finished Airing,YOW MISSING MAS BRO,Unknown,9947.0,13932,1,215.0,669,Fantasy,No Sub-Genre,
Koutetsu no Majo Annerose,6.76,"Jul 27, 2012 to Nov 21, 2014",Finished Airing,Oz Inc.,Visual novel,YOW MISSING MAS BRO,5140,127,5626.0,14920,Action,Supernatural,2012.0
Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,5.22,"Jul 31, 2012 to Nov 16, 2012",Finished Airing,AIC Frontier,Original,11549.0,7573,3,1798.0,5699,Comedy,No Sub-Genre,2012.0
Minami-ke Omatase,7.39,"Oct 5, 2012",Finished Airing,feel.,Manga,2105.0,4161,6,12112.0,24731,Comedy,Slice of Life,
Rinne no Lagrange Specials,6.18,"Mar 23, 2012 to Aug 24, 2012",Finished Airing,Xebec,Original,7990.0,7609,3,1849.0,5626,Comedy,No Sub-Genre,2012.0
Stranger: Mukou Hadan Pilot,7.01,"Apr 11, 2009",Finished Airing,Bones,Original,3967.0,5605,28,4547.0,11995,Action,Adventure,
Chikyuu SOS Sore Ike Kororin,0.0,"Apr 8, 1992 to Mar 10, 1993",Finished Airing,Gallop,Unknown,15244.0,16402,1,0.0,360,Action,Comedy,1992.0
Recorder to Randoseru,6.74,"Jul 17, 2012",Finished Airing,Seven,4-koma manga,5145.0,5398,1,7204.0,13251,Comedy,Slice of Life,
Starship Troopers: Invasion,6.64,"Jul 21, 2012",Finished Airing,Sola Digital Arts,Book,5634.0,7515,5,3073.0,5804,Action,Sci-Fi,
Dangerous Jiisan Ja,0.0,"Jul 27, 2012 to Nov 22, 2012",Finished Airing,J.C.Staff,Unknown,15497.0,15997,0,0.0,391,Comedy,No Sub-Genre,2012.0
Hiiro no Kakera 2,7.17,"Sep 30, 2012 to Dec 23, 2012",Finished Airing,Studio Deen,Visual novel,3188.0,2847,134,24841.0,52255,Fantasy,Romance,2012.0
Tantei Opera Milky Holmes: Alternative,6.48,"Aug 18, 2012 to Dec 9, 2012",Finished Airing,"J.C.Staff, Artland",Original,6502.0,7496,2,2367.0,5858,Comedy,Mystery,2012.0
Hayate no Gotoku! Can't Take My Eyes Off You,7.03,"Oct 4, 2012 to Dec 20, 2012",Finished Airing,Manglobe,Manga,3887.0,2760,71,25829.0,55121,Comedy,No Sub-Genre,2012.0
Queen's Blade Rebellion vs. Hagure Yuusha no Aesthetica,6.08,"Jun 27, 2012",Finished Airing,Arms,Other,8483.0,5185,8,6315.0,14472,Action,Fantasy,
Aura: Maryuuin Kouga Saigo no Tatakai,7.33,"Apr 13, 2013",Finished Airing,AIC ASTA,Light novel,2386.0,1889,503,38608.0,103910,Drama,Romance,
Rinne no Lagrange: Kamogawa Memoria,6.27,"Jul 1, 2012",Finished Airing,Xebec,Unknown,7558.0,9316,0,817.0,3163,Action,Comedy,
Onegai☆Teacher: Reminiscence Disc,6.63,"Mar 28, 2003",Finished Airing,YOW MISSING MAS BRO,Original,5699.0,8030,0,1760.0,4967,Comedy,Romance,
Yurumates 3D Plus,6.38,"Jul 3, 2012 to Sep 25, 2012",Finished Airing,C2C,4-koma manga,6961.0,7981,1,2665.0,5047,Comedy,Slice of Life,2012.0
Kamisama Hajimemashita,8.1,"Oct 2, 2012 to Dec 25, 2012",Finished Airing,TMS Entertainment,Manga,460.0,312,14469,321098.0,622866,Comedy,Fantasy,2012.0
JoJo no Kimyou na Bouken (TV),7.89,"Oct 6, 2012 to Apr 6, 2013",Finished Airing,David Production,Manga,750.0,59,35830,1014895.0,1572178,Action,Adventure,2012.0
Detective Conan Movie 17: Private Eye in the Distant Sea,7.67,"Apr 20, 2013",Finished Airing,TMS Entertainment,Manga,1202.0,3413,16,20861.0,37339,Adventure,Comedy,
Chuunibyou demo Koi ga Shitai!,7.71,"Oct 4, 2012 to Dec 20, 2012",Finished Airing,Kyoto Animation,Light novel,1106.0,91,17477,751777.0,1305194,Comedy,Romance,2012.0
Nara Shika Monogatari,5.18,2004,Finished Airing,YOW MISSING MAS BRO,Unknown,11633.0,14771,1,280.0,521,Comedy,No Sub-Genre,
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,6.93,"Jan 6, 2013 to Mar 31, 2013",Finished Airing,A-1 Pictures,Light novel,4276.0,380,1814,281679.0,535640,Comedy,Romance,2013.0
Bishoujo Senshi Sailor Moon Crystal,7.1,"Jul 5, 2014 to Jul 18, 2015",Finished Airing,Toei Animation,Manga,3529.0,1482,1125,63592.0,142838,Fantasy,Romance,2014.0
Hori-san to Miyamura-kun,7.39,"Sep 26, 2012 to May 25, 2021",Finished Airing,"Gonzo, Hoods Entertainment, Studio Kai, Marone",Web manga,2130.0,1782,631,41844.0,113163,Romance,No Sub-Genre,2012.0
Ixion Saga DT,7.14,"Oct 8, 2012 to Apr 1, 2013",Finished Airing,Brain's Base,Game,3335.0,1808,361,45893.0,111225,Action,Comedy,2012.0
Roboteuwang Sseonsyakeu,4.87,"Jul 20, 1985",Finished Airing,YOW MISSING MAS BRO,Unknown,12113.0,15213,0,152.0,468,Action,Sci-Fi,
Kara no Kyoukai Movie: Mirai Fukuin,8.0,"Sep 28, 2013",Finished Airing,ufotable,Light novel,595.0,1803,265,51096.0,111563,Drama,Mystery,
